annotation_id,review_id,domain,entity_id,entity_name,review_text,rating,source,benchmark_type,human_has_issue,human_issue,annotation_reason,annotation_source,human_verified,annotator_notes
MINILM_GT_0071,CTRL_mobile_app_0071,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Notifications arrive at the correct time and the interface is easy to use. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0283,CTRL_restaurant_0283,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,"The food was fresh, hot and full of flavour. I would happily choose it again.",5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0065,CTRL_mobile_app_0065,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Pages load quickly and scrolling is smooth on my phone. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0045,CTRL_mobile_app_0045,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Signing in worked on the first attempt and my account loaded normally. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0015,CTRL_mobile_app_0015,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,"I paid for the feature, yet the app still says payment failed.",1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,payment,Constructed single-issue example for payment.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0157,CTRL_hotel_0157,hotel,controlled_hotel,Controlled Hotel Benchmark,The room was well maintained and everything was clean. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0041,CTRL_mobile_app_0041,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The app opens quickly and all of my tasks save correctly. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0306,CTRL_restaurant_0306,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The meal tasted great and everything seemed freshly prepared. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0124,CTRL_hotel_0124,hotel,controlled_hotel,Controlled Hotel Benchmark,"The room was clean, quiet and comfortable throughout our stay. This was a straightforward positive experience.",5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0295,CTRL_restaurant_0295,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The dining area was clean and the table was spotless. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0262,CTRL_restaurant_0262,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We waited nearly an hour before our food arrived.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wait_time,Constructed single-issue example for wait time.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0217,CTRL_ecommerce_0217,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product is genuine and matches the original brand packaging. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0154,CTRL_hotel_0154,hotel,controlled_hotel,Controlled Hotel Benchmark,The internet connection was stable in both the room and lobby. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0024,CTRL_mobile_app_0024,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My personal information appears to be collected without a clear explanation.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,privacy,Constructed single-issue example for privacy.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0279,CTRL_restaurant_0279,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The ambience felt cold and unwelcoming.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,ambience,Constructed single-issue example for ambience.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0237,CTRL_ecommerce_0237,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product quality is good for the price I paid. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0208,CTRL_ecommerce_0208,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product was packed securely and the box arrived in good condition. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0213,CTRL_ecommerce_0213,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,Delivery was faster than estimated and tracking was accurate. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0293,CTRL_restaurant_0293,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The dining area was clean and the table was spotless. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0252,CTRL_restaurant_0252,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The cutlery had visible food marks from a previous customer.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0312,CTRL_restaurant_0312,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The staff were polite and helpful throughout dinner. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0202,CTRL_ecommerce_0202,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The order arrived on time and the item matched the description. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0162,CTRL_ecommerce_0162,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The parcel never reached me even though the tracking page says delivered.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0044,CTRL_mobile_app_0044,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The app opens quickly and all of my tasks save correctly. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0218,CTRL_ecommerce_0218,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product is genuine and matches the original brand packaging. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0191,CTRL_ecommerce_0191,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The package arrived open because the seal had not been secured properly.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,packaging,Constructed single-issue example for packaging.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0260,CTRL_restaurant_0260,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The service staff were rude and made us feel unwelcome.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0106,CTRL_hotel_0106,hotel,controlled_hotel,Controlled Hotel Benchmark,We were disturbed all night by loud guests in the corridor.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,noise,Constructed single-issue example for noise.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0054,CTRL_mobile_app_0054,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The privacy controls are clear and I can choose which permissions to allow. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0002,CTRL_mobile_app_0002,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,"Whenever I tap a task, the application suddenly disappears.",2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,crash,Constructed single-issue example for crash.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0050,CTRL_mobile_app_0050,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My payment went through once and the purchase activated immediately. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0081,CTRL_hotel_0081,hotel,controlled_hotel,Controlled Hotel Benchmark,The bathroom floor was dirty and there were stains around the sink.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,cleanliness,Constructed single-issue example for cleanliness.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0206,CTRL_ecommerce_0206,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product was packed securely and the box arrived in good condition. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0035,CTRL_mobile_app_0035,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Unskippable advertising takes over the whole screen for long periods.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,advertising,Constructed single-issue example for advertising.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0264,CTRL_restaurant_0264,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We were left waiting for a table well beyond the time we were told.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wait_time,Constructed single-issue example for wait time.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0092,CTRL_hotel_0092,hotel,controlled_hotel,Controlled Hotel Benchmark,"The heater did not work, so the room remained very cold.",2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,room_quality,Constructed single-issue example for room quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0053,CTRL_mobile_app_0053,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The privacy controls are clear and I can choose which permissions to allow. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0265,CTRL_restaurant_0265,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,Service was extremely slow and our meal was heavily delayed.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wait_time,Constructed single-issue example for wait time.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0242,CTRL_restaurant_0242,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The chicken was undercooked in the middle.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,food_quality,Constructed single-issue example for food quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0014,CTRL_mobile_app_0014,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The money left my bank account but the purchase was never activated.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,payment,Constructed single-issue example for payment.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0089,CTRL_hotel_0089,hotel,controlled_hotel,Controlled Hotel Benchmark,The mattress was extremely uncomfortable and the bed frame was damaged.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,room_quality,Constructed single-issue example for room quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0274,CTRL_restaurant_0274,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The bill was expensive for such small portions.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,price_value,Constructed single-issue example for price value.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0167,CTRL_ecommerce_0167,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product arrived very late and missed the date I needed it for.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0315,CTRL_restaurant_0315,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The restaurant was clean and the bathroom was well maintained. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0135,CTRL_hotel_0135,hotel,controlled_hotel,Controlled Hotel Benchmark,The staff were friendly and helpful whenever we needed anything. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0308,CTRL_restaurant_0308,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The meal tasted great and everything seemed freshly prepared. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0244,CTRL_restaurant_0244,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The dessert tasted old and was not fresh.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,food_quality,Constructed single-issue example for food quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0055,CTRL_mobile_app_0055,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The privacy controls are clear and I can choose which permissions to allow. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0051,CTRL_mobile_app_0051,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My payment went through once and the purchase activated immediately. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0175,CTRL_ecommerce_0175,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The item is clearly counterfeit and not the original brand advertised.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,fake_product,Constructed single-issue example for fake product.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0190,CTRL_ecommerce_0190,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product was packed poorly and moved around loose inside the parcel.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,packaging,Constructed single-issue example for packaging.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0319,CTRL_restaurant_0319,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The ambience was pleasant and we could talk comfortably. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0188,CTRL_ecommerce_0188,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The item was visibly damaged with a broken corner.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,damaged_item,Constructed single-issue example for damaged item.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0170,CTRL_ecommerce_0170,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,My refund request was approved weeks ago and I am still waiting.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,refund,Constructed single-issue example for refund.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0059,CTRL_mobile_app_0059,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,I cancelled a trial successfully and no further charge appeared. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0049,CTRL_mobile_app_0049,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My payment went through once and the purchase activated immediately. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0236,CTRL_ecommerce_0236,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The shipment arrived safely with no damage to the item. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0253,CTRL_restaurant_0253,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The toilet area was filthy and clearly needed cleaning.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0022,CTRL_mobile_app_0022,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The privacy controls are unclear and I cannot stop the app collecting usage data.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,privacy,Constructed single-issue example for privacy.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0161,CTRL_ecommerce_0161,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,My order arrived a week later than the promised delivery date.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0277,CTRL_restaurant_0277,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The restaurant had a gloomy atmosphere that made the meal uncomfortable.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,ambience,Constructed single-issue example for ambience.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0192,CTRL_ecommerce_0192,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,There was no protective material around a fragile item in the box.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,packaging,Constructed single-issue example for packaging.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0294,CTRL_restaurant_0294,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The dining area was clean and the table was spotless. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0258,CTRL_restaurant_0258,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The waiter showed a bad attitude throughout the meal.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0150,CTRL_hotel_0150,hotel,controlled_hotel,Controlled Hotel Benchmark,Our booking details were correct and checkout was simple. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0131,CTRL_hotel_0131,hotel,controlled_hotel,Controlled Hotel Benchmark,Check-in was quick and our reservation was ready when we arrived. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0152,CTRL_hotel_0152,hotel,controlled_hotel,Controlled Hotel Benchmark,Our booking details were correct and checkout was simple. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0100,CTRL_hotel_0100,hotel,controlled_hotel,Controlled Hotel Benchmark,The service at reception was terrible and the staff member was rude.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0088,CTRL_hotel_0088,hotel,controlled_hotel,Controlled Hotel Benchmark,The air conditioner was broken and the room stayed hot all night.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,room_quality,Constructed single-issue example for room quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0215,CTRL_ecommerce_0215,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,Delivery was faster than estimated and tracking was accurate. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0122,CTRL_hotel_0122,hotel,controlled_hotel,Controlled Hotel Benchmark,"The room was clean, quiet and comfortable throughout our stay. Everything worked as expected.",5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0320,CTRL_restaurant_0320,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The ambience was pleasant and we could talk comfortably. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0021,CTRL_mobile_app_0021,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,It wants access to personal files that have nothing to do with its main function.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,privacy,Constructed single-issue example for privacy.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0189,CTRL_ecommerce_0189,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The box was crushed because the item had almost no protective packaging.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,packaging,Constructed single-issue example for packaging.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0072,CTRL_mobile_app_0072,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Notifications arrive at the correct time and the interface is easy to use. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0107,CTRL_hotel_0107,hotel,controlled_hotel,Controlled Hotel Benchmark,The room had constant noise from nearby construction.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,noise,Constructed single-issue example for noise.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0271,CTRL_restaurant_0271,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The prices are far too high for what you receive.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,price_value,Constructed single-issue example for price value.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0103,CTRL_hotel_0103,hotel,controlled_hotel,Controlled Hotel Benchmark,The walls had poor soundproofing and we could hear every conversation next door.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,noise,Constructed single-issue example for noise.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
